Application_ID,Age,Gender,State,Residence_Type,Monthly_Income,Employment_Status,Education_Level,Family_Members,Disability_Status,Application_Date,Eligibility_Score,Application_Status,Subsidy_Amount,level,state_ut,schemeCategory,benefit_type,benefit_amount_per_year,min_age,max_age,income_limit,social_category,gender_target,course_level,application_mode,scheme_name,details,documents_required,tags
GOV-11479,60,Female,New York,Urban,4570.2,Student,Secondary,8,No,15-05-25,7,Approved,2500,State,New York,Agriculture,Scholarship,38000,19,44,300000,General,Female,PhD,Online,Gov Assistance Scheme - 326,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11480,71,Non-Binary,Florida,Urban,812.05,Self-Employed,Tertiary,6,No,21-03-25,0,Rejected,0,State,Florida,Agriculture,Grant,17000,13,64,300000,SC,Any,Higher Secondary,Online,Gov Assistance Scheme - 921,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11481,33,Female,Florida,Rural,2503.38,Public Sector,Tertiary,3,Yes,24-09-25,70,Pending,1200,Central,All India,Healthcare,Direct Benefit Transfer,90000,4,32,200000,Any,Female,UG,Offline,Gov Assistance Scheme - 615,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11482,58,Female,Florida,Rural,216.93,Unemployed,Primary,7,Yes,23-07-25,81,Rejected,1200,State,Florida,Social Welfare,Direct Benefit Transfer,52000,12,71,200000,General,Non-Binary,Diploma,Offline,Gov Assistance Scheme - 892,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11483,29,Female,Florida,Urban,3672.63,Self-Employed,,7,No,17-04-25,74,Pending,2500,Central,All India,Agriculture,Direct Benefit Transfer,15000,1,69,300000,General,Non-Binary,PhD,Online+Offline,Gov Assistance Scheme - 155,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11484,79,Male,California,Rural,143.07,Unemployed,Primary,7,Yes,29-01-25,80,Under Review,2500,Central,All India,Healthcare,Stipend,19000,6,40,300000,General,Any,Diploma,Offline,Gov Assistance Scheme - 378,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11485,67,Non-Binary,Illinois,Urban,2007.43,Unemployed,Secondary,2,Yes,12-12-25,48,Approved,500,Central,All India,Agriculture,Scholarship,80000,24,39,200000,General,Female,PhD,Offline,Gov Assistance Scheme - 922,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11486,55,Female,Florida,Rural,4405.04,Student,Primary,7,No,24-10-25,39,Under Review,0,State,Florida,Skill Development,Direct Benefit Transfer,30000,6,80,500000,EWS,Female,PG,Online+Offline,Gov Assistance Scheme - 776,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11487,66,Non-Binary,Texas,Urban,2739.48,Public Sector,Secondary,8,Yes,07-03-25,99,Rejected,1200,State,Texas,Social Welfare,Scholarship,38000,24,33,200000,SC,Non-Binary,School,Offline,Gov Assistance Scheme - 487,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11488,84,Female,Illinois,Urban,4363.7,Private Sector,,1,No,09-06-25,54,Pending,2500,Central,All India,Skill Development,Direct Benefit Transfer,28000,6,79,200000,SC,Female,Vocational,Online,Gov Assistance Scheme - 355,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11489,79,Male,Florida,Rural,2104.21,Public Sector,Primary,4,Yes,28-04-25,0,Pending,0,State,Florida,Healthcare,Subsidy,95000,0,68,300000,ST,Male,Vocational,Online,Gov Assistance Scheme - 369,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11490,18,Female,Florida,Urban,1280.63,Unemployed,Primary,8,No,24-11-25,55,Rejected,0,State,Florida,Housing,Subsidy,92000,5,71,800000,General,Male,PhD,Offline,Gov Assistance Scheme - 190,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11491,20,Non-Binary,New York,Urban,882.95,Self-Employed,Secondary,7,Yes,08-03-25,68,Under Review,1200,State,New York,Skill Development,Subsidy,51000,18,58,300000,Any,Male,PhD,Offline,Gov Assistance Scheme - 482,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11492,39,Female,Illinois,Rural,2142.74,Public Sector,Secondary,4,No,13-01-25,48,Pending,0,Central,All India,Housing,Direct Benefit Transfer,42000,22,68,800000,ST,Non-Binary,Diploma,Offline,Gov Assistance Scheme - 703,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11493,40,Non-Binary,California,Urban,4182.57,Unemployed,Tertiary,6,No,12-03-25,84,Pending,500,State,California,Social Welfare,Subsidy,99000,9,61,500000,General,Non-Binary,PG,Online+Offline,Gov Assistance Scheme - 473,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11494,42,Male,California,Urban,4357.13,Student,,1,No,01-05-25,44,Approved,500,Central,All India,Education & Learning,Subsidy,52000,25,73,500000,Any,Male,School,Offline,Gov Assistance Scheme - 750,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11495,81,Male,Illinois,Urban,1712.6,Private Sector,Secondary,1,Yes,28-08-25,53,Under Review,0,Central,All India,Healthcare,Subsidy,76000,20,44,300000,SC,Female,Diploma,Online+Offline,Gov Assistance Scheme - 399,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11496,74,Non-Binary,Illinois,Rural,749.32,Self-Employed,Secondary,8,No,28-12-25,46,Rejected,0,Central,All India,Housing,Direct Benefit Transfer,94000,8,36,300000,OBC,Any,School,Online,Gov Assistance Scheme - 731,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11497,18,Non-Binary,Texas,Urban,4891.06,Private Sector,Tertiary,5,No,18-03-25,65,Approved,0,Central,All India,Skill Development,Direct Benefit Transfer,90000,11,65,300000,Any,Non-Binary,Vocational,Online,Gov Assistance Scheme - 777,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11498,71,Female,New York,Rural,1124.38,Public Sector,Primary,7,Yes,02-05-25,58,Rejected,0,State,New York,Education & Learning,Direct Benefit Transfer,71000,18,78,300000,OBC,Any,Higher Secondary,Online,Gov Assistance Scheme - 781,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11499,76,Non-Binary,New York,Urban,3204.59,Self-Employed,Tertiary,8,Yes,15-07-25,40,Approved,2500,State,New York,Healthcare,Direct Benefit Transfer,54000,14,47,200000,General,Non-Binary,Diploma,Offline,Gov Assistance Scheme - 989,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11500,37,Non-Binary,Florida,Rural,3531.54,Student,Tertiary,1,Yes,02-10-25,85,Rejected,500,State,Florida,Social Welfare,Scholarship,29000,25,34,300000,ST,Male,PhD,Online,Gov Assistance Scheme - 984,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11501,37,Female,California,Urban,499.32,Public Sector,Primary,4,Yes,23-07-25,89,Approved,2500,State,California,Education & Learning,Scholarship,85000,18,79,800000,EWS,Any,School,Online,Gov Assistance Scheme - 675,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11502,53,Non-Binary,Texas,Rural,4471.94,Unemployed,Tertiary,6,Yes,21-11-25,49,Under Review,500,State,Texas,Skill Development,Grant,63000,23,57,800000,Any,Male,PhD,Online+Offline,Gov Assistance Scheme - 655,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11503,64,Female,Illinois,Rural,3122.84,Self-Employed,Secondary,1,No,16-12-25,24,Pending,0,State,Illinois,Agriculture,Scholarship,60000,8,72,200000,ST,Female,Higher Secondary,Online+Offline,Gov Assistance Scheme - 330,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11504,73,Male,Illinois,Rural,2080.58,Student,Secondary,1,Yes,15-07-25,37,Approved,2500,State,Illinois,Healthcare,Direct Benefit Transfer,25000,22,75,200000,EWS,Non-Binary,PG,Online+Offline,Gov Assistance Scheme - 174,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11505,27,Female,Florida,Rural,314.91,Private Sector,,4,No,05-07-25,67,Under Review,2500,State,Florida,Housing,Stipend,75000,5,58,800000,EWS,Female,Diploma,Offline,Gov Assistance Scheme - 510,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11506,76,Female,Illinois,Urban,668.15,Public Sector,Secondary,4,Yes,10-05-25,42,Rejected,0,State,Illinois,Housing,Direct Benefit Transfer,19000,3,35,800000,EWS,Male,PhD,Online+Offline,Gov Assistance Scheme - 929,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11507,25,Female,Florida,Rural,2874.77,Student,Primary,2,No,21-07-25,10,Rejected,0,State,Florida,Agriculture,Scholarship,54000,25,39,500000,OBC,Any,School,Online+Offline,Gov Assistance Scheme - 527,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11508,65,Non-Binary,Illinois,Rural,3805.01,Unemployed,Secondary,8,Yes,03-01-25,74,Rejected,1200,State,Illinois,Skill Development,Stipend,31000,0,70,300000,EWS,Male,PhD,Online+Offline,Gov Assistance Scheme - 822,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11509,68,Male,Illinois,Urban,304.99,Unemployed,,6,No,28-07-25,75,Rejected,0,Central,All India,Housing,Subsidy,25000,13,49,500000,Any,Any,School,Online,Gov Assistance Scheme - 389,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11510,32,Female,Texas,Rural,1788.85,Unemployed,,7,No,10-06-25,49,Pending,0,State,Texas,Skill Development,Grant,31000,25,68,800000,EWS,Female,PhD,Offline,Gov Assistance Scheme - 193,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11511,74,Male,Texas,Urban,3482.61,Student,,7,No,18-06-25,18,Pending,500,State,Texas,Healthcare,Direct Benefit Transfer,20000,23,68,300000,SC,Any,Higher Secondary,Online,Gov Assistance Scheme - 747,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11512,68,Male,New York,Rural,2979.56,Private Sector,Primary,6,Yes,30-01-25,19,Pending,0,State,New York,Social Welfare,Direct Benefit Transfer,19000,1,42,500000,EWS,Female,PG,Online+Offline,Gov Assistance Scheme - 188,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11513,70,Non-Binary,New York,Urban,3250.67,Self-Employed,Primary,1,Yes,02-11-25,94,Rejected,0,State,New York,Skill Development,Subsidy,94000,9,30,500000,Any,Male,PG,Offline,Gov Assistance Scheme - 570,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11514,70,Non-Binary,Texas,Rural,3630.15,Student,Primary,6,Yes,27-07-25,24,Under Review,1200,State,Texas,Social Welfare,Direct Benefit Transfer,96000,24,49,500000,ST,Non-Binary,School,Online+Offline,Gov Assistance Scheme - 729,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11515,84,Female,Texas,Urban,3713.41,Public Sector,Secondary,3,Yes,12-11-25,41,Pending,1200,State,Texas,Housing,Subsidy,79000,9,80,800000,ST,Female,Vocational,Online+Offline,Gov Assistance Scheme - 730,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11516,20,Female,New York,Rural,3247.64,Unemployed,Secondary,7,No,02-02-25,44,Pending,1200,State,New York,Housing,Grant,75000,22,43,300000,General,Male,Vocational,Online,Gov Assistance Scheme - 376,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11517,23,Non-Binary,California,Rural,1267.07,Student,,6,Yes,26-05-25,33,Pending,0,Central,All India,Social Welfare,Scholarship,24000,1,42,200000,ST,Female,Vocational,Online,Gov Assistance Scheme - 318,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11518,84,Male,Texas,Rural,2284.08,Public Sector,Tertiary,8,Yes,30-06-25,90,Under Review,0,State,Texas,Education & Learning,Direct Benefit Transfer,69000,21,50,500000,OBC,Any,Higher Secondary,Online+Offline,Gov Assistance Scheme - 657,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11519,26,Female,Illinois,Rural,3870.13,Private Sector,Tertiary,2,No,14-05-25,81,Approved,0,Central,All India,Healthcare,Grant,42000,3,80,800000,EWS,Any,PhD,Online+Offline,Gov Assistance Scheme - 526,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11520,65,Male,California,Rural,695.45,Private Sector,Tertiary,5,No,05-08-25,93,Under Review,0,Central,All India,Social Welfare,Stipend,37000,22,76,300000,EWS,Non-Binary,Vocational,Offline,Gov Assistance Scheme - 966,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11521,43,Female,Florida,Rural,1381.72,Unemployed,Secondary,7,Yes,09-03-25,60,Rejected,2500,Central,All India,Skill Development,Grant,39000,11,57,800000,ST,Any,PhD,Online+Offline,Gov Assistance Scheme - 992,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11522,38,Non-Binary,Illinois,Rural,2950.13,Student,Primary,8,Yes,11-12-25,52,Under Review,500,Central,All India,Housing,Scholarship,11000,18,72,500000,OBC,Non-Binary,PhD,Online+Offline,Gov Assistance Scheme - 898,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11523,81,Female,New York,Urban,3779.48,Student,Tertiary,8,No,21-10-25,52,Under Review,500,State,New York,Skill Development,Stipend,75000,8,52,300000,SC,Non-Binary,UG,Online+Offline,Gov Assistance Scheme - 949,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11524,75,Male,Texas,Urban,2720.21,Private Sector,Primary,8,No,24-11-25,4,Under Review,0,Central,All India,Social Welfare,Direct Benefit Transfer,24000,21,78,300000,ST,Female,School,Offline,Gov Assistance Scheme - 758,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11525,49,Female,California,Rural,670.03,Unemployed,Secondary,7,No,26-02-25,17,Under Review,2500,State,California,Skill Development,Subsidy,44000,17,72,500000,General,Female,School,Online+Offline,Gov Assistance Scheme - 549,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11526,29,Female,New York,Urban,3504.83,Self-Employed,Tertiary,7,Yes,13-03-25,14,Under Review,500,Central,All India,Housing,Stipend,10000,25,67,200000,OBC,Male,UG,Online+Offline,Gov Assistance Scheme - 314,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11527,18,Male,California,Urban,1473.21,Unemployed,Primary,5,Yes,19-11-25,68,Approved,1200,Central,All India,Housing,Direct Benefit Transfer,15000,17,60,200000,Any,Female,Diploma,Online,Gov Assistance Scheme - 830,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11528,51,Non-Binary,Florida,Urban,958.13,Public Sector,,7,No,20-10-25,21,Approved,2500,Central,All India,Healthcare,Grant,71000,11,55,300000,General,Any,PhD,Online+Offline,Gov Assistance Scheme - 363,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11529,45,Non-Binary,Florida,Rural,60.62,Student,Tertiary,4,No,02-09-25,23,Under Review,500,Central,All India,Education & Learning,Grant,19000,18,69,200000,SC,Female,Diploma,Online+Offline,Gov Assistance Scheme - 495,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11530,28,Female,California,Rural,2983.45,Public Sector,,5,Yes,30-09-25,19,Under Review,1200,Central,All India,Skill Development,Stipend,32000,2,50,800000,Any,Any,PG,Online,Gov Assistance Scheme - 872,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11531,78,Non-Binary,California,Urban,3151.56,Private Sector,Primary,6,No,12-08-25,31,Rejected,0,State,California,Skill Development,Subsidy,48000,13,46,800000,General,Female,School,Offline,Gov Assistance Scheme - 552,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11532,67,Male,New York,Rural,2689.84,Private Sector,Secondary,8,No,07-07-25,75,Under Review,2500,State,New York,Social Welfare,Subsidy,55000,11,62,800000,General,Male,Vocational,Offline,Gov Assistance Scheme - 629,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11533,73,Female,Illinois,Rural,515.22,Public Sector,Primary,2,No,29-10-25,29,Pending,1200,Central,All India,Skill Development,Scholarship,73000,24,69,200000,OBC,Any,Higher Secondary,Online,Gov Assistance Scheme - 924,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11534,20,Female,Florida,Urban,4390.86,Unemployed,,1,Yes,06-08-25,24,Rejected,2500,Central,All India,Healthcare,Scholarship,59000,7,34,300000,EWS,Female,Higher Secondary,Online,Gov Assistance Scheme - 138,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11535,32,Male,Florida,Urban,3485.48,Student,,5,Yes,19-04-25,79,Pending,0,State,Florida,Education & Learning,Stipend,46000,13,32,200000,SC,Any,Diploma,Online,Gov Assistance Scheme - 622,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11536,58,Non-Binary,Florida,Urban,1688.1,Public Sector,,8,Yes,26-09-25,34,Approved,0,State,Florida,Social Welfare,Direct Benefit Transfer,65000,24,46,300000,SC,Male,PG,Online+Offline,Gov Assistance Scheme - 847,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11537,63,Non-Binary,Illinois,Rural,4873.93,Unemployed,Primary,3,No,17-08-25,15,Rejected,0,State,Illinois,Housing,Scholarship,29000,25,50,300000,Any,Non-Binary,Higher Secondary,Online+Offline,Gov Assistance Scheme - 705,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11538,53,Non-Binary,California,Urban,2751.48,Self-Employed,Primary,6,Yes,05-07-25,65,Pending,1200,State,California,Social Welfare,Subsidy,43000,9,56,300000,EWS,Female,PG,Online,Gov Assistance Scheme - 802,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11539,79,Female,Illinois,Rural,4059.63,Student,Primary,3,Yes,01-07-25,14,Pending,500,Central,All India,Healthcare,Stipend,88000,0,64,300000,General,Female,Vocational,Offline,Gov Assistance Scheme - 174,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11540,44,Male,California,Rural,2754.13,Private Sector,Secondary,7,No,16-02-25,4,Pending,0,Central,All India,Agriculture,Scholarship,21000,16,50,500000,Any,Female,Higher Secondary,Offline,Gov Assistance Scheme - 242,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11541,29,Male,Florida,Rural,3257.78,Public Sector,Tertiary,6,Yes,18-08-25,20,Approved,2500,Central,All India,Housing,Grant,24000,1,36,300000,General,Female,UG,Online+Offline,Gov Assistance Scheme - 629,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11542,60,Male,Illinois,Urban,1253.33,Private Sector,,3,Yes,13-04-25,49,Approved,0,State,Illinois,Education & Learning,Grant,73000,1,32,500000,ST,Male,School,Online+Offline,Gov Assistance Scheme - 248,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11543,55,Male,California,Urban,4249.52,Student,Tertiary,3,No,25-08-25,60,Pending,0,Central,All India,Housing,Stipend,9000,16,48,800000,Any,Any,Higher Secondary,Online,Gov Assistance Scheme - 850,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11544,76,Female,California,Urban,64.18,Self-Employed,Primary,5,No,08-11-25,59,Under Review,0,Central,All India,Housing,Scholarship,98000,7,54,300000,ST,Male,Vocational,Offline,Gov Assistance Scheme - 477,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11545,44,Non-Binary,California,Urban,170.77,Public Sector,,5,No,04-12-25,24,Approved,0,Central,All India,Skill Development,Stipend,21000,23,36,800000,SC,Female,PhD,Online+Offline,Gov Assistance Scheme - 313,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11546,52,Non-Binary,Texas,Rural,589.39,Unemployed,Secondary,6,No,01-08-25,100,Rejected,2500,State,Texas,Education & Learning,Scholarship,65000,24,42,200000,ST,Non-Binary,Diploma,Offline,Gov Assistance Scheme - 591,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11547,67,Male,Florida,Rural,2463.96,Student,Primary,7,Yes,20-08-25,9,Approved,0,State,Florida,Skill Development,Direct Benefit Transfer,99000,5,30,800000,ST,Female,Diploma,Offline,Gov Assistance Scheme - 764,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11548,47,Female,Texas,Urban,3895.63,Private Sector,Primary,2,No,10-11-25,14,Rejected,0,Central,All India,Social Welfare,Direct Benefit Transfer,64000,2,55,500000,SC,Non-Binary,Higher Secondary,Online+Offline,Gov Assistance Scheme - 755,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11549,75,Non-Binary,New York,Rural,376.83,Unemployed,Secondary,3,Yes,20-10-25,41,Rejected,2500,Central,All India,Healthcare,Scholarship,87000,12,68,300000,ST,Non-Binary,School,Offline,Gov Assistance Scheme - 385,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11550,81,Female,Illinois,Urban,2143.79,Public Sector,,5,No,15-11-25,50,Pending,500,State,Illinois,Education & Learning,Direct Benefit Transfer,97000,20,39,300000,OBC,Non-Binary,Diploma,Online,Gov Assistance Scheme - 522,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11551,31,Non-Binary,Illinois,Rural,1793.72,Public Sector,,1,Yes,13-06-25,56,Rejected,2500,Central,All India,Social Welfare,Scholarship,81000,6,54,500000,OBC,Female,PhD,Online,Gov Assistance Scheme - 788,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11552,20,Male,Illinois,Rural,125.2,Self-Employed,Secondary,2,No,30-01-25,14,Approved,2500,Central,All India,Agriculture,Subsidy,41000,18,43,500000,Any,Non-Binary,UG,Offline,Gov Assistance Scheme - 260,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11553,45,Female,Illinois,Rural,3036.97,Public Sector,,2,No,17-11-25,50,Under Review,0,Central,All India,Healthcare,Stipend,53000,25,65,300000,General,Any,School,Online+Offline,Gov Assistance Scheme - 749,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11554,62,Male,California,Rural,606.34,Self-Employed,Tertiary,6,No,26-02-25,81,Under Review,1200,Central,All India,Agriculture,Subsidy,5000,0,59,800000,SC,Female,UG,Online,Gov Assistance Scheme - 835,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11555,71,Female,Florida,Rural,1435.62,Unemployed,,6,Yes,04-12-25,44,Approved,0,Central,All India,Agriculture,Stipend,80000,14,78,500000,Any,Female,PhD,Online+Offline,Gov Assistance Scheme - 497,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-11556,78,Female,California,Rural,2287.65,Private Sector,Secondary,7,No,31-03-25,67,Pending,0,State,California,Agriculture,Scholarship,43000,5,39,800000,OBC,Male,PhD,Online+Offline,Gov Assistance Scheme - 865,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
