application_id,age,gender,state,residence_type,income,employment_status,education_level,family_members,disability_status,application_date,eligibility_score,application_status,subsidy_amount,level,state_ut,schemecategory,benefit_type,benefit_amount_per_year,min_age,max_age,income_limit,social_category,gender_target,course_level,application_mode,scheme_name,details,documents_required,tags,eligible
GOV-11602,67,Male,Texas,Urban,1698.94,Unemployed,Primary,2,No,11-01-25,40,Rejected,0,State,Texas,Agriculture,Scholarship,96000,17,47,300000,OBC,Female,Higher Secondary,Online+Offline,Gov Assistance Scheme - 460,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11948,67,Male,Texas,Urban,4629.84,Student,Tertiary,2,No,16-03-25,95,Approved,500,Central,All India,Agriculture,Grant,20000,3,34,800000,Any,Non-Binary,School,Online,Gov Assistance Scheme - 359,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10869,45,Female,California,Rural,3644.21,Public Sector,,6,Yes,27-01-25,74,Rejected,0,Central,All India,Healthcare,Grant,60000,1,56,800000,SC,Male,Vocational,Online+Offline,Gov Assistance Scheme - 738,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11065,21,Male,Florida,Rural,3281.72,Unemployed,,1,Yes,17-04-25,59,Pending,0,Central,All India,Housing,Scholarship,66000,18,62,800000,OBC,Male,Diploma,Online,Gov Assistance Scheme - 395,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11369,22,Female,California,Urban,1575.31,Private Sector,Primary,1,Yes,22-11-25,17,Pending,0,State,California,Social Welfare,Stipend,86000,18,43,800000,OBC,Female,Higher Secondary,Online+Offline,Gov Assistance Scheme - 932,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11406,76,Female,California,Urban,1185.03,Student,,5,Yes,13-11-25,4,Under Review,0,Central,All India,Social Welfare,Stipend,49000,2,76,800000,EWS,Any,Diploma,Offline,Gov Assistance Scheme - 503,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10811,56,Female,Florida,Urban,4892.73,Self-Employed,Tertiary,2,Yes,24-04-25,46,Under Review,1200,State,Florida,Housing,Direct Benefit Transfer,64000,15,72,300000,SC,Any,School,Online,Gov Assistance Scheme - 623,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11642,67,Female,Florida,Urban,4571.18,Self-Employed,Primary,4,Yes,28-10-25,46,Rejected,0,Central,All India,Housing,Stipend,10000,13,42,500000,OBC,Any,Diploma,Offline,Gov Assistance Scheme - 310,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11289,55,Non-Binary,Texas,Rural,2631.86,Private Sector,Secondary,8,No,05-06-25,87,Rejected,500,State,Texas,Skill Development,Subsidy,61000,24,46,800000,General,Non-Binary,Diploma,Offline,Gov Assistance Scheme - 632,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11815,31,Male,Illinois,Urban,2300.43,Public Sector,Secondary,5,Yes,24-04-25,49,Approved,500,Central,All India,Social Welfare,Direct Benefit Transfer,43000,19,79,500000,Any,Male,School,Offline,Gov Assistance Scheme - 615,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11268,38,Male,Texas,Rural,439.76,Public Sector,Tertiary,7,Yes,07-09-25,15,Under Review,0,State,Texas,Social Welfare,Subsidy,77000,23,39,200000,OBC,Any,PG,Online,Gov Assistance Scheme - 541,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11947,46,Female,New York,Urban,4192.36,Self-Employed,,3,Yes,15-09-25,80,Rejected,500,State,New York,Social Welfare,Subsidy,94000,1,76,500000,SC,Any,PG,Online,Gov Assistance Scheme - 803,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10588,56,Male,Illinois,Urban,2431.16,Private Sector,Tertiary,2,Yes,22-05-25,72,Under Review,1200,State,Illinois,Housing,Subsidy,8000,11,63,300000,EWS,Female,School,Online+Offline,Gov Assistance Scheme - 902,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11151,52,Male,California,Urban,2894.09,Unemployed,Primary,2,Yes,20-11-25,59,Approved,0,State,California,Skill Development,Subsidy,9000,20,54,500000,ST,Non-Binary,PhD,Offline,Gov Assistance Scheme - 592,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10109,61,Female,Illinois,Rural,1736.86,Self-Employed,Secondary,6,No,09-01-25,81,Pending,1200,Central,All India,Education & Learning,Direct Benefit Transfer,43000,8,33,500000,EWS,Any,UG,Offline,Gov Assistance Scheme - 546,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10600,65,Female,New York,Rural,2488.75,Self-Employed,,4,Yes,06-04-25,78,Pending,2500,Central,All India,Social Welfare,Scholarship,88000,15,44,500000,General,Female,Diploma,Offline,Gov Assistance Scheme - 552,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10948,52,Female,Florida,Urban,2623.82,Student,Tertiary,4,Yes,29-12-25,48,Under Review,500,Central,All India,Housing,Scholarship,45000,4,39,300000,ST,Male,School,Online+Offline,Gov Assistance Scheme - 268,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10876,63,Female,California,Urban,4696.25,Student,Primary,7,Yes,20-11-25,72,Under Review,2500,State,California,Education & Learning,Scholarship,34000,8,56,500000,SC,Non-Binary,Higher Secondary,Online,Gov Assistance Scheme - 180,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10851,81,Male,Texas,Rural,4744.38,Public Sector,Tertiary,8,No,03-06-25,83,Under Review,500,State,Texas,Healthcare,Subsidy,6000,19,62,800000,General,Male,Higher Secondary,Online+Offline,Gov Assistance Scheme - 524,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10253,64,Non-Binary,Texas,Urban,174.33,Self-Employed,Tertiary,3,Yes,09-04-25,86,Approved,1200,State,Texas,Housing,Scholarship,16000,7,66,200000,EWS,Male,UG,Online,Gov Assistance Scheme - 444,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10021,21,Non-Binary,Illinois,Rural,911.15,Private Sector,Secondary,3,Yes,06-11-25,74,Rejected,0,Central,All India,Healthcare,Direct Benefit Transfer,28000,19,71,800000,SC,Male,School,Online,Gov Assistance Scheme - 232,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11620,56,Non-Binary,Texas,Rural,4630.34,Unemployed,Secondary,6,No,14-12-25,0,Under Review,0,Central,All India,Skill Development,Stipend,66000,12,41,800000,OBC,Any,PhD,Offline,Gov Assistance Scheme - 366,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10428,29,Non-Binary,California,Urban,3724.93,Unemployed,Primary,7,Yes,13-11-25,62,Approved,0,State,California,Skill Development,Direct Benefit Transfer,16000,22,70,300000,Any,Male,UG,Online+Offline,Gov Assistance Scheme - 996,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10870,28,Male,Texas,Rural,3727.23,Private Sector,Primary,7,No,25-08-25,9,Rejected,0,Central,All India,Social Welfare,Direct Benefit Transfer,55000,18,72,300000,Any,Non-Binary,Diploma,Online,Gov Assistance Scheme - 137,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11500,37,Non-Binary,Florida,Rural,3531.54,Student,Tertiary,1,Yes,02-10-25,85,Rejected,500,State,Florida,Social Welfare,Scholarship,29000,25,34,300000,ST,Male,PhD,Online,Gov Assistance Scheme - 984,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10281,80,Male,California,Urban,3631.12,Self-Employed,,3,No,15-02-25,32,Approved,0,State,California,Skill Development,Subsidy,84000,14,47,500000,SC,Male,Higher Secondary,Online,Gov Assistance Scheme - 623,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10284,21,Male,California,Urban,1370.21,Self-Employed,Secondary,7,Yes,01-01-26,51,Pending,1200,State,California,Skill Development,Stipend,9000,3,55,200000,OBC,Male,Diploma,Offline,Gov Assistance Scheme - 757,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10883,36,Female,California,Rural,378.11,Unemployed,Secondary,3,No,19-12-25,56,Pending,2500,Central,All India,Healthcare,Scholarship,56000,9,71,200000,SC,Any,PhD,Online+Offline,Gov Assistance Scheme - 904,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10475,81,Non-Binary,New York,Urban,473.09,Student,Secondary,7,No,08-03-25,81,Rejected,2500,Central,All India,Skill Development,Grant,38000,13,36,200000,General,Any,PhD,Offline,Gov Assistance Scheme - 561,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10972,51,Female,Illinois,Rural,4460.25,Private Sector,Secondary,4,No,13-01-25,86,Under Review,500,State,Illinois,Housing,Grant,6000,18,34,800000,General,Non-Binary,Vocational,Offline,Gov Assistance Scheme - 724,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10563,57,Non-Binary,California,Urban,4291.88,Unemployed,,8,Yes,01-02-25,0,Under Review,1200,State,California,Healthcare,Subsidy,41000,17,64,800000,Any,Any,Higher Secondary,Online+Offline,Gov Assistance Scheme - 625,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10422,33,Non-Binary,Florida,Rural,2126.55,Student,Secondary,4,Yes,17-02-25,83,Rejected,500,Central,All India,Healthcare,Subsidy,53000,3,67,300000,EWS,Male,UG,Offline,Gov Assistance Scheme - 997,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10124,56,Non-Binary,Illinois,Urban,1069.64,Private Sector,Primary,3,Yes,14-08-25,38,Rejected,0,State,Illinois,Agriculture,Grant,51000,20,74,200000,ST,Any,Higher Secondary,Online+Offline,Gov Assistance Scheme - 395,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11934,43,Male,New York,Urban,38.72,Student,Tertiary,4,No,08-09-25,71,Under Review,1200,Central,All India,Education & Learning,Stipend,36000,23,41,200000,General,Female,PG,Online+Offline,Gov Assistance Scheme - 231,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10613,63,Male,Illinois,Rural,4910.58,Private Sector,Tertiary,1,Yes,09-11-25,19,Under Review,0,State,Illinois,Agriculture,Grant,32000,0,77,300000,Any,Male,UG,Online+Offline,Gov Assistance Scheme - 746,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11423,60,Male,New York,Rural,2667.24,Unemployed,,5,Yes,13-02-25,64,Pending,1200,State,New York,Healthcare,Subsidy,66000,17,58,500000,EWS,Female,Higher Secondary,Offline,Gov Assistance Scheme - 980,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10585,71,Male,New York,Rural,2087.07,Public Sector,Secondary,2,No,18-12-25,19,Under Review,0,State,New York,Housing,Grant,63000,12,41,800000,Any,Male,UG,Online+Offline,Gov Assistance Scheme - 353,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10742,81,Female,New York,Urban,2368.37,Self-Employed,Primary,5,No,31-01-25,45,Rejected,1200,Central,All India,Housing,Scholarship,34000,4,45,800000,Any,Male,School,Online,Gov Assistance Scheme - 689,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10796,78,Male,Illinois,Rural,3214.21,Self-Employed,Tertiary,4,Yes,14-07-25,39,Under Review,0,State,Illinois,Skill Development,Scholarship,21000,7,70,500000,General,Male,School,Offline,Gov Assistance Scheme - 296,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10279,70,Female,Florida,Urban,1556.01,Student,,7,Yes,13-03-25,81,Pending,0,State,Florida,Skill Development,Scholarship,16000,23,37,500000,Any,Female,Diploma,Offline,Gov Assistance Scheme - 417,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11626,47,Female,California,Urban,1134.68,Private Sector,,3,No,06-12-25,35,Pending,0,State,California,Agriculture,Stipend,48000,6,37,800000,EWS,Male,Vocational,Online+Offline,Gov Assistance Scheme - 704,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10334,23,Male,Florida,Urban,6.68,Unemployed,Secondary,6,Yes,27-03-25,43,Pending,2500,State,Florida,Education & Learning,Subsidy,18000,21,52,500000,Any,Male,Diploma,Offline,Gov Assistance Scheme - 526,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10783,65,Non-Binary,Florida,Rural,3478.9,Public Sector,Primary,6,No,10-11-25,44,Pending,0,Central,All India,Agriculture,Direct Benefit Transfer,10000,15,63,500000,OBC,Any,UG,Offline,Gov Assistance Scheme - 287,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10877,48,Female,Florida,Rural,1774.05,Private Sector,,4,Yes,05-01-25,67,Rejected,1200,State,Florida,Skill Development,Grant,97000,12,75,200000,OBC,Female,School,Offline,Gov Assistance Scheme - 777,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11231,45,Male,Texas,Urban,3450.64,Public Sector,,5,No,06-06-25,35,Pending,2500,Central,All India,Skill Development,Grant,24000,15,41,200000,EWS,Male,School,Online,Gov Assistance Scheme - 915,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10494,82,Male,California,Urban,3982.65,Public Sector,Tertiary,1,Yes,20-05-25,75,Rejected,1200,Central,All India,Housing,Direct Benefit Transfer,63000,25,55,500000,EWS,Male,Diploma,Online,Gov Assistance Scheme - 386,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11697,66,Female,Florida,Urban,1828.6,Private Sector,,1,No,28-04-25,0,Pending,500,Central,All India,Education & Learning,Direct Benefit Transfer,82000,8,70,800000,SC,Male,PhD,Online,Gov Assistance Scheme - 864,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11672,32,Non-Binary,Texas,Rural,704.34,Public Sector,Primary,3,Yes,20-05-25,84,Rejected,0,Central,All India,Education & Learning,Subsidy,46000,11,31,200000,EWS,Any,Higher Secondary,Online,Gov Assistance Scheme - 470,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11757,35,Female,Texas,Urban,2684.76,Self-Employed,Secondary,8,Yes,12-01-25,41,Approved,500,State,Texas,Social Welfare,Direct Benefit Transfer,11000,2,54,800000,SC,Any,PhD,Offline,Gov Assistance Scheme - 730,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11848,75,Male,California,Urban,757.08,Private Sector,Primary,1,Yes,06-05-25,59,Under Review,0,State,California,Social Welfare,Scholarship,98000,0,34,200000,ST,Male,PG,Online,Gov Assistance Scheme - 507,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10300,72,Female,Illinois,Rural,1799.81,Public Sector,Primary,6,Yes,25-04-25,8,Rejected,0,State,Illinois,Skill Development,Stipend,8000,23,42,300000,EWS,Female,UG,Online,Gov Assistance Scheme - 277,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10526,41,Non-Binary,Illinois,Urban,3596.65,Private Sector,,1,No,17-02-25,72,Rejected,0,State,Illinois,Agriculture,Subsidy,79000,1,70,500000,General,Female,PG,Offline,Gov Assistance Scheme - 396,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10737,71,Female,New York,Urban,2975.8,Student,,6,No,10-04-25,30,Under Review,0,State,New York,Healthcare,Subsidy,5000,19,72,200000,Any,Any,UG,Offline,Gov Assistance Scheme - 479,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11431,73,Female,New York,Rural,758.87,Self-Employed,Secondary,5,No,13-03-25,88,Approved,0,State,New York,Social Welfare,Subsidy,41000,10,73,200000,SC,Female,UG,Online+Offline,Gov Assistance Scheme - 632,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11032,71,Female,Florida,Urban,1146.9,Student,Primary,4,Yes,19-03-25,92,Approved,500,Central,All India,Education & Learning,Stipend,59000,11,64,800000,EWS,Non-Binary,PhD,Offline,Gov Assistance Scheme - 662,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10112,68,Female,Illinois,Rural,3805.23,Public Sector,Tertiary,7,Yes,03-04-25,79,Under Review,2500,Central,All India,Social Welfare,Grant,74000,15,39,500000,Any,Female,Vocational,Online+Offline,Gov Assistance Scheme - 530,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11471,30,Male,California,Rural,3130.4,Public Sector,Secondary,3,No,23-01-25,53,Rejected,0,State,California,Housing,Scholarship,84000,5,65,800000,OBC,Male,School,Online+Offline,Gov Assistance Scheme - 635,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11099,80,Non-Binary,Illinois,Rural,3882.02,Self-Employed,Secondary,4,No,02-06-25,3,Pending,500,State,Illinois,Healthcare,Direct Benefit Transfer,76000,6,59,200000,SC,Non-Binary,Diploma,Offline,Gov Assistance Scheme - 753,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11788,69,Male,New York,Urban,1605.44,Public Sector,,4,Yes,26-08-25,92,Under Review,0,Central,All India,Skill Development,Subsidy,82000,16,42,800000,OBC,Any,UG,Online+Offline,Gov Assistance Scheme - 287,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10786,67,Male,Illinois,Rural,1923.49,Student,,6,Yes,17-01-25,86,Approved,500,Central,All India,Agriculture,Scholarship,16000,15,75,200000,ST,Male,PG,Offline,Gov Assistance Scheme - 796,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10018,62,Non-Binary,Florida,Rural,4860.61,Student,,5,No,23-02-25,98,Rejected,2500,State,Florida,Agriculture,Subsidy,39000,18,74,200000,General,Non-Binary,UG,Online,Gov Assistance Scheme - 283,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10509,77,Male,Illinois,Rural,3183.21,Unemployed,,8,Yes,18-06-25,59,Pending,0,State,Illinois,Education & Learning,Subsidy,25000,19,72,200000,EWS,Non-Binary,PhD,Online,Gov Assistance Scheme - 626,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11462,47,Non-Binary,Florida,Rural,2144.41,Self-Employed,Primary,6,No,19-01-25,55,Under Review,500,Central,All India,Agriculture,Scholarship,36000,12,78,800000,EWS,Female,Vocational,Online+Offline,Gov Assistance Scheme - 288,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11512,68,Male,New York,Rural,2979.56,Private Sector,Primary,6,Yes,30-01-25,19,Pending,0,State,New York,Social Welfare,Direct Benefit Transfer,19000,1,42,500000,EWS,Female,PG,Online+Offline,Gov Assistance Scheme - 188,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11236,62,Non-Binary,Texas,Rural,1818.55,Public Sector,Secondary,5,No,11-11-25,24,Pending,0,Central,All India,Education & Learning,Grant,15000,8,37,500000,OBC,Male,Higher Secondary,Online+Offline,Gov Assistance Scheme - 181,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11999,62,Non-Binary,New York,Urban,259.69,Public Sector,Secondary,8,No,06-11-25,69,Approved,500,Central,All India,Housing,Grant,34000,2,35,200000,General,Any,Vocational,Online+Offline,Gov Assistance Scheme - 350,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10394,39,Female,Florida,Rural,3980.82,Self-Employed,,5,No,07-02-25,22,Under Review,1200,Central,All India,Agriculture,Scholarship,56000,0,39,800000,ST,Non-Binary,School,Online,Gov Assistance Scheme - 956,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10283,23,Male,Illinois,Urban,4655.19,Unemployed,,4,Yes,27-02-25,38,Rejected,0,Central,All India,Housing,Scholarship,59000,3,30,300000,Any,Female,Higher Secondary,Online,Gov Assistance Scheme - 542,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11421,58,Male,Illinois,Rural,3428.6,Public Sector,Tertiary,7,No,23-09-25,27,Under Review,0,State,Illinois,Education & Learning,Direct Benefit Transfer,93000,8,47,300000,General,Non-Binary,School,Offline,Gov Assistance Scheme - 799,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11514,70,Non-Binary,Texas,Rural,3630.15,Student,Primary,6,Yes,27-07-25,24,Under Review,1200,State,Texas,Social Welfare,Direct Benefit Transfer,96000,24,49,500000,ST,Non-Binary,School,Online+Offline,Gov Assistance Scheme - 729,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10341,54,Male,Illinois,Rural,3710.42,Student,Tertiary,8,Yes,02-03-25,11,Pending,1200,Central,All India,Healthcare,Stipend,18000,11,80,200000,ST,Any,Vocational,Offline,Gov Assistance Scheme - 385,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10502,68,Non-Binary,Florida,Urban,470.33,Private Sector,Primary,8,Yes,11-06-25,17,Pending,500,State,Florida,Healthcare,Direct Benefit Transfer,41000,4,33,300000,ST,Female,PG,Online,Gov Assistance Scheme - 391,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11551,31,Non-Binary,Illinois,Rural,1793.72,Public Sector,,1,Yes,13-06-25,56,Rejected,2500,Central,All India,Social Welfare,Scholarship,81000,6,54,500000,OBC,Female,PhD,Online,Gov Assistance Scheme - 788,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10349,29,Non-Binary,California,Rural,2546.78,Unemployed,,7,No,07-10-25,49,Under Review,2500,Central,All India,Agriculture,Direct Benefit Transfer,17000,25,42,200000,SC,Female,Vocational,Offline,Gov Assistance Scheme - 852,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11501,37,Female,California,Urban,499.32,Public Sector,Primary,4,Yes,23-07-25,89,Approved,2500,State,California,Education & Learning,Scholarship,85000,18,79,800000,EWS,Any,School,Online,Gov Assistance Scheme - 675,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11929,70,Female,California,Rural,91.12,Public Sector,,1,Yes,05-07-25,80,Under Review,1200,State,California,Social Welfare,Subsidy,19000,20,78,800000,EWS,Female,Diploma,Online+Offline,Gov Assistance Scheme - 453,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10148,53,Non-Binary,Texas,Rural,718.77,Private Sector,,6,No,24-03-25,29,Rejected,2500,Central,All India,Social Welfare,Subsidy,56000,18,79,800000,ST,Non-Binary,UG,Online,Gov Assistance Scheme - 404,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10121,20,Non-Binary,California,Rural,4022.05,Private Sector,Tertiary,5,No,22-11-25,90,Pending,500,Central,All India,Social Welfare,Subsidy,91000,9,37,800000,SC,Non-Binary,Higher Secondary,Offline,Gov Assistance Scheme - 635,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
